name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity
Palki Grand,0,0,2.9,16,Bellandur,Casual Dining,"North Indian, Chinese, Biryani, Mangalorean",500.0,Dine-out,Bellandur
Chung Wah,0,0,2.9,17,Bellandur,Casual Dining,"Chinese, Thai",400.0,Dine-out,Bellandur
Spicy Punjabi Pharatha,1,0,2.7,33,Bellandur,Casual Dining,"North Indian, South Indian, Chinese",500.0,Dine-out,Bellandur
Kolkata Famous Kati Roll,0,0,3.4,7,Bellandur,Kiosk,"Fast Food, Rolls",100.0,Dine-out,Bellandur
Punjabi Tadka,0,0,2.6,270,Bellandur,Casual Dining,"North Indian, Chinese",400.0,Dine-out,Bellandur
Curry Flavours,0,0,3.700448817952718,0,Bellandur,Casual Dining,"Tamil, South Indian, North Indian, Chinese",200.0,Dine-out,Bellandur
KFC,0,0,3.6,20,Bellandur,"Quick Bites, Food Court","Burger, Fast Food",450.0,Dine-out,Bellandur
Subway,1,0,3.6,12,Bellandur,Food Court,"Salad, Fast Food",600.0,Dine-out,Bellandur
Pathankot Punjabi Restaurant,0,0,3.2,5,Bellandur,Food Court,North Indian,350.0,Dine-out,Bellandur
Roll junction,0,0,3.1,8,Bellandur,Food Court,"Fast Food, Rolls",150.0,Dine-out,Bellandur
Burger King,0,0,3.5,21,Bellandur,Food Court,"Burger, Fast Food, Beverages",600.0,Dine-out,Bellandur
Noodles,0,0,3.4,4,Bellandur,Food Court,Chinese,400.0,Dine-out,Bellandur
Kolkata Famous Kati Rolls,0,0,3.6,18,Bellandur,Quick Bites,"Fast Food, Rolls",100.0,Dine-out,Bellandur
Spice Treat,0,0,3.700448817952718,0,Bellandur,Quick Bites,Fast Food,500.0,Dine-out,Bellandur
Malhari Juice & Chats,0,0,3.700448817952718,0,Bellandur,"Food Court, Quick Bites",Street Food,300.0,Dine-out,Bellandur
4-States,0,0,3.700448817952718,0,Bellandur,Food Court,South Indian,250.0,Dine-out,Bellandur
4 States,0,0,3.700448817952718,0,Bellandur,Food Court,South Indian,400.0,Dine-out,Bellandur
Noodle,0,0,3.700448817952718,0,Bellandur,Food Court,Chinese,500.0,Dine-out,Bellandur
Harvest Market,0,0,3.7,19,Bellandur,Food Court,"Continental, Pizza",500.0,Dine-out,Bellandur
Wai Wai City,0,0,3.700448817952718,0,Bellandur,Quick Bites,Chinese,250.0,Dine-out,Bellandur
Maza E Hind,0,0,3.700448817952718,0,Bellandur,Quick Bites,North Indian,300.0,Dine-out,Bellandur
Nilavara Restaurant,0,0,3.700448817952718,0,Bellandur,Quick Bites,Kerala,300.0,Dine-out,Bellandur
TRP -That Roll Place,0,0,3.6,14,Bellandur,"Quick Bites, Food Court","Fast Food, Rolls",200.0,Dine-out,Bellandur
Sri Krishna Upahar,0,0,3.6,25,Bellandur,Quick Bites,South Indian,250.0,Dine-out,Bellandur
Quick Bites Food Junction,0,0,3.2,4,Bellandur,Quick Bites,"North Indian, South Indian, Street Food, Chinese",300.0,Dine-out,Bellandur
Uttar Karnataka Lunch Home,0,0,3.1,6,Bellandur,Quick Bites,South Indian,150.0,Dine-out,Bellandur
Maa Vooru,0,0,3.3,4,Bellandur,Quick Bites,Fast Food,300.0,Dine-out,Bellandur
Ambur Biriyani Centre,0,0,3.3,6,Bellandur,Quick Bites,Biryani,150.0,Dine-out,Bellandur
Inhouse Burger,0,0,3.6,10,Bellandur,Food Court,Fast Food,400.0,Dine-out,Bellandur
Kanthari Food Court,0,0,3.700448817952718,0,Bellandur,Food Court,Kerala,150.0,Dine-out,Bellandur
Parrattha Ssinghh,1,0,3.700448817952718,0,Bellandur,Quick Bites,North Indian,250.0,Dine-out,Bellandur
Shree K Foods,0,0,3.700448817952718,0,Bellandur,Quick Bites,"North Indian, South Indian",350.0,Dine-out,Bellandur
The Paratha Studio,1,0,3.700448817952718,0,Bellandur,Quick Bites,North Indian,200.0,Dine-out,Bellandur
Deli Chats & Sweets,1,0,3.700448817952718,0,Bellandur,Quick Bites,"Street Food, Mithai",200.0,Dine-out,Bellandur
OPUS Club,0,1,4.4,1496,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900.0,Dine-out,Bellandur
Vapour Brewpub and Diner,0,1,4.6,2726,Sarjapur Road,"Microbrewery, Pub","North Indian, Continental, Italian",1400.0,Dine-out,Bellandur
Blue Terrain - Novotel,0,1,4.2,505,Marathahalli,Fine Dining,"Spanish, Italian, Mediterranean",2000.0,Dine-out,Bellandur
Asia Alive - DoubleTree Suites By Hilton,0,1,4.1,237,Sarjapur Road,Fine Dining,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",2000.0,Dine-out,Bellandur
The Square - Novotel,0,1,4.3,760,Marathahalli,Fine Dining,"Continental, North Indian, Japanese, Italian",2500.0,Dine-out,Bellandur
Purani Dilli By Anand Sweets,0,0,4.1,239,Sarjapur Road,Quick Bites,"North Indian, Continental, Street Food",500.0,Dine-out,Bellandur
Beijing Bites,1,0,3.5,341,Sarjapur Road,Casual Dining,"Chinese, Thai",850.0,Dine-out,Bellandur
Kritunga Restaurant,0,0,2.6,330,Sarjapur Road,Casual Dining,"Andhra, Biryani",600.0,Dine-out,Bellandur
Cafe Repeat,0,0,3.700448817952718,0,Sarjapur Road,Quick Bites,"North Indian, Fast Food",250.0,Dine-out,Bellandur
Nanda's,1,0,3.3,213,Sarjapur Road,Casual Dining,"North Indian, Chinese, Andhra",600.0,Dine-out,Bellandur
Chez Nous - Novotel,0,1,3.9,125,Marathahalli,Lounge,"European, French, North Indian",2500.0,Dine-out,Bellandur
Wimpie,0,0,3.3,4,Sarjapur Road,Casual Dining,"South Indian, North Indian, Continental, Chinese",600.0,Dine-out,Bellandur
Le Charcoal Xpress,1,0,3.5,53,Sarjapur Road,Quick Bites,"Arabian, Lebanese, Chinese, Rolls",500.0,Dine-out,Bellandur
Madurai Idly Shop,0,0,2.2,187,Sarjapur Road,Quick Bites,South Indian,200.0,Dine-out,Bellandur
Ambur Star Dum Biryani,0,0,3.700448817952718,0,Sarjapur Road,Quick Bites,Biryani,250.0,Dine-out,Bellandur
Bengaluru's Biryanis Paradise,0,0,3.7,26,Marathahalli,Quick Bites,Biryani,300.0,Dine-out,Bellandur
Arab 360,0,0,3.700448817952718,0,Marathahalli,"Food Court, Quick Bites",Arabian,250.0,Dine-out,Bellandur
Quiznos,0,0,3.3,17,Sarjapur Road,Quick Bites,American,500.0,Dine-out,Bellandur
Ambur Star Biryani,0,0,3.5,22,Sarjapur Road,Quick Bites,Biryani,200.0,Dine-out,Bellandur
Green Hotel,0,0,3.700448817952718,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",200.0,Dine-out,Bellandur
Kabab Magic,1,0,2.9,317,Sarjapur Road,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",400.0,Dine-out,Bellandur
Best Biryani,0,0,3.700448817952718,0,Sarjapur Road,Casual Dining,"North Indian, Biryani, Ice Cream, Desserts",500.0,Dine-out,Bellandur
Shree Guru Sagar,0,0,3.700448817952718,0,Sarjapur Road,Quick Bites,"Chinese, South Indian",200.0,Dine-out,Bellandur
Serene Restaurant,0,0,3.700448817952718,0,HSR,Quick Bites,North Indian,300.0,Dine-out,Bellandur
Ambur Biryani Point,0,0,3.3,8,Sarjapur Road,Quick Bites,Biryani,150.0,Dine-out,Bellandur
Uttara Karnataka Food,0,0,3.700448817952718,0,Marathahalli,Quick Bites,South Indian,200.0,Dine-out,Bellandur
Tandoori Tadka,0,0,3.700448817952718,0,Marathahalli,Quick Bites,"North Indian, Chinese",300.0,Dine-out,Bellandur
Atithi Grand Veg Hotel,0,0,3.700448817952718,0,Sarjapur Road,Quick Bites,South Indian,300.0,Dine-out,Bellandur
Just Shawarma,1,0,3.8,170,Sarjapur Road,Quick Bites,Arabian,300.0,Dine-out,Bellandur
Dosa Corner,1,0,3.700448817952718,0,Sarjapur Road,Quick Bites,South Indian,200.0,Dine-out,Bellandur
Ebony,1,1,4.3,3126,MG Road,Casual Dining,"North Indian, South Indian",1500.0,Buffet,Brigade Road
Kitchen On Table,1,0,4.0,48,Brigade Road,Casual Dining,"Japanese, Sushi, Asian",1500.0,Buffet,Brigade Road
Panchavati Gaurav Thali,1,1,4.0,929,Brigade Road,Casual Dining,"Rajasthani, Gujarati",800.0,Buffet,Brigade Road
Saatvikk,0,0,2.8,130,Brigade Road,Casual Dining,"North Indian, South Indian, Continental",650.0,Buffet,Brigade Road
70 Brigade - Iris Hotel,0,1,3.9,105,Brigade Road,Casual Dining,"Chinese, North Indian, Pizza",1000.0,Buffet,Brigade Road
Monarch,0,0,3.6,10,Brigade Road,Casual Dining,"North Indian, Chinese, Continental, South Indian",700.0,Buffet,Brigade Road
Olive Bar And Kitchen,0,1,4.5,2194,Richmond Road,Casual Dining,"Mediterranean, European, Salad",1800.0,Buffet,Brigade Road
JW Kitchen - JW Marriott Bengaluru,0,1,4.4,2111,Lavelle Road,Fine Dining,"North Indian, Continental, Italian",2200.0,Buffet,Brigade Road
The Tao Terraces,1,1,4.0,1909,MG Road,Casual Dining,"Thai, Japanese, Korean, Burmese, Chinese",2100.0,Buffet,Brigade Road
Rim Naam - The Oberoi,0,0,4.6,979,MG Road,Fine Dining,Thai,3000.0,Buffet,Brigade Road
Oh! Calcutta,1,1,4.4,1105,Church Street,"Casual Dining, Bar","Bengali, Seafood",1200.0,Buffet,Brigade Road
Caraway Kitchen - Conrad Bengaluru,0,1,4.3,148,Ulsoor,Fine Dining,"American, Continental, North Indian, South Indian",2800.0,Buffet,Brigade Road
Mainland China,1,1,4.5,1394,Church Street,"Casual Dining, Bar","Chinese, Momos",1700.0,Buffet,Brigade Road
Rasovara,1,1,4.3,763,Lavelle Road,Casual Dining,"Rajasthani, North Indian",1400.0,Buffet,Brigade Road
Barbeque Nation,0,1,4.4,1065,Ulsoor,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Buffet,Brigade Road
Cubbon Pavilion - ITC Gardenia,0,1,4.3,678,Richmond Road,Fine Dining,"European, Continental, Chinese, Thai",2500.0,Buffet,Brigade Road
Empire Restaurant,1,0,4.0,3209,Church Street,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,Brigade Road
Le Jardin - The Oberoi,0,0,4.3,687,MG Road,Fine Dining,"European, Mediterranean, North Indian",3000.0,Buffet,Brigade Road
BBQ@52,0,1,3.8,64,MG Road,Casual Dining,"BBQ, Biryani, Continental",1500.0,Buffet,Brigade Road
Konark Vegetarian Restaurant,0,0,4.1,1022,Residency Road,Casual Dining,"North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0,Buffet,Brigade Road
The Spice Bazaar,0,1,4.2,347,Lavelle Road,"Casual Dining, Bar","North Indian, Mughlai",1000.0,Buffet,Brigade Road
BBQ'D - Global Grill & Brewery,0,0,4.3,471,Lavelle Road,"Casual Dining, Microbrewery","BBQ, North Indian",1500.0,Buffet,Brigade Road
The Market - The Ritz-Carlton,0,1,4.3,622,Residency Road,Fine Dining,"North Indian, European, Thai",3400.0,Buffet,Brigade Road
WelcomCafe Jacaranda - WelcomHotel Bengaluru,0,0,3.9,53,Richmond Road,Fine Dining,"Asian, Continental, North Indian",2000.0,Buffet,Brigade Road
Season - Adarsh Hamilton,0,1,4.3,334,Richmond Road,Casual Dining,"North Indian, Chinese, South Indian, Continental",1200.0,Buffet,Brigade Road
Puran da Dhaba - The Pride Hotel,1,0,3.9,169,Richmond Road,"Casual Dining, Bar",North Indian,1700.0,Buffet,Brigade Road
Cafe Mangii,1,1,4.3,1048,Lavelle Road,Casual Dining,"Italian, Continental, Pizza",1600.0,Buffet,Brigade Road
Ithaca - The Chancery Pavilion,0,1,3.9,310,Residency Road,Fine Dining,"North Indian, Italian, European, Continental",2000.0,Buffet,Brigade Road
Tiger Trail - Ramada Hotel,1,1,4.0,188,Shivajinagar,"Casual Dining, Bar","North Indian, Lucknowi",1300.0,Buffet,Brigade Road
Citrus Cafe - Lemon Tree Premier,0,0,3.9,183,Ulsoor,Casual Dining,"North Indian, Continental, South Indian",2200.0,Buffet,Brigade Road
The Oriental Spice - Ashraya Hotel,1,0,3.9,158,Infantry Road,Casual Dining,"Chinese, Thai, Indonesian",1300.0,Buffet,Brigade Road
Pinxx - Royal Orchid Central,1,1,3.8,198,MG Road,Casual Dining,"Italian, European",1600.0,Buffet,Brigade Road
Monsoon - The Park Bangalore,0,1,4.2,271,MG Road,Fine Dining,"Italian, North Indian",3000.0,Buffet,Brigade Road
Cafe Treat - The Pride Hotel,1,0,4.1,119,Richmond Road,Casual Dining,"Continental, Asian, Italian",1000.0,Buffet,Brigade Road
South Parade - The Chancery Hotel,0,0,3.1,120,Lavelle Road,"Casual Dining, Bar","North Indian, Continental, Chinese",1200.0,Buffet,Brigade Road
Mint Masala,0,0,2.8,253,Infantry Road,Casual Dining,"North Indian, Chinese",1000.0,Buffet,Brigade Road
Curry with a 'K' - St. Mark's Hotel,0,0,3.9,89,St. Marks Road,Casual Dining,"North Indian, Mughlai, Hyderabadi",1400.0,Buffet,Brigade Road
Northern Gate- Gateway Hotel,0,1,3.9,100,Residency Road,Casual Dining,North Indian,1900.0,Buffet,Brigade Road
Canopy,0,0,3.0,107,MG Road,Casual Dining,"North Indian, Continental, Chinese",800.0,Buffet,Brigade Road
Cafe @ Elanza,0,0,3.7,145,Richmond Road,"Casual Dining, Cafe","Chinese, North Indian, Cafe",1000.0,Buffet,Brigade Road
The Hub - Ibis Hotel,0,0,3.5,29,Richmond Road,Bar,"Finger Food, Fast Food, Continental",2200.0,Buffet,Brigade Road
Tiffanys,0,0,2.9,31,Shanti Nagar,Casual Dining,"Continental, Italian, Chinese",1000.0,Buffet,Brigade Road
Nithyothsav - Hotel Ramanashree,0,0,3.0,31,MG Road,Casual Dining,"North Indian, Chinese",1000.0,Buffet,Brigade Road
Cafe Monarch Luxur,0,0,3.8,23,Infantry Road,Casual Dining,"North Indian, South Indian, Chinese, Fast Food",800.0,Buffet,Brigade Road
Sunehri,0,0,3.7,67,Richmond Road,Casual Dining,South Indian,500.0,Buffet,Brigade Road
Bazaar- Zone By The Park,0,1,3.8,52,Infantry Road,Casual Dining,"Continental, South Indian, North Indian, Asian",1100.0,Buffet,Brigade Road
VT Sindhur Veg,0,0,3.3,13,Richmond Road,Casual Dining,"North Indian, Chinese",600.0,Buffet,Brigade Road
Spice It,0,0,3.8,52,Richmond Road,Casual Dining,"North Indian, Continental, Italian",1200.0,Buffet,Brigade Road
Woody's,0,0,2.3,116,Richmond Road,Casual Dining,"Chinese, South Indian, North Indian",650.0,Buffet,Brigade Road
Skylit - Citrus Hotels,0,1,4.0,324,Cunningham Road,Lounge,"North Indian, Mughlai, Mediterranean",1300.0,Buffet,Brigade Road
Banjara Melting Pot,1,1,4.2,474,Cunningham Road,Casual Dining,"North Indian, Chinese, Seafood",1700.0,Buffet,Brigade Road
Zodiac - Fortune Select JP Cosmos Hotel,1,1,3.8,91,Cunningham Road,Casual Dining,"North Indian, South Indian, Chinese, Continental",1800.0,Buffet,Brigade Road
One Atria Cafe,0,1,3.7,100,Race Course Road,Casual Dining,"South Indian, Continental, North Indian",1600.0,Buffet,Brigade Road
24 Carats - The Capitol,0,0,3.1,46,Cunningham Road,Casual Dining,"Asian, Continental",1000.0,Buffet,Brigade Road
BISO - Citrus Hotels,0,1,3.9,156,Cunningham Road,Casual Dining,"North Indian, South Indian, Italian, Continental",1100.0,Buffet,Brigade Road
BLOW,1,1,4.2,935,Church Street,Cafe,"Cafe, Continental, American, Burger",750.0,Cafes,Brigade Road
Cafe Azzure,1,1,4.3,2660,MG Road,Cafe,"Cafe, Continental, Italian, Burger",1200.0,Cafes,Brigade Road
The Flying Squirrel,0,0,4.0,24,Brigade Road,Cafe,"Cafe, Bakery, Beverages, Burger, Continental",450.0,Cafes,Brigade Road
Trick Or Treat,0,0,4.2,618,Brigade Road,Cafe,"Cafe, Burger, Continental, Pizza, Steak",500.0,Cafes,Brigade Road
Fatso's,1,0,3.8,72,Brigade Road,Cafe,"Cafe, American, Italian, Burger",650.0,Cafes,Brigade Road
Yomama!!,0,0,3.6,7,Brigade Road,Quick Bites,"Continental, Burger, Cafe, Steak",800.0,Cafes,Brigade Road
Cafe Coffee Day,0,0,3.2,9,Brigade Road,Cafe,"Cafe, Fast Food",600.0,Cafes,Brigade Road
Hashtag Cafe,0,0,2.8,43,Brigade Road,Cafe,"Cafe, Continental, European, Italian",700.0,Cafes,Brigade Road
Smokie Brownie,1,0,3.2,7,Brigade Road,Cafe,Cafe,600.0,Cafes,Brigade Road
X-tra Cafe,0,0,3.700448817952718,0,Brigade Road,Cafe,"Cafe, Fast Food",400.0,Cafes,Brigade Road
Bon Sante,1,0,3.6,104,Brigade Road,Cafe,"Cafe, Continental, Italian",800.0,Cafes,Brigade Road
Kalmane Koffees,0,0,3.6,46,Brigade Road,Cafe,Cafe,350.0,Cafes,Brigade Road
Brik Oven,0,0,4.6,2257,Church Street,Cafe,"Cafe, Pizza, Beverages",1100.0,Cafes,Brigade Road
Green Theory,1,1,4.2,2838,Residency Road,"Casual Dining, Cafe","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Cafes,Brigade Road
Truffles,0,0,4.5,3568,St. Marks Road,Cafe,"Cafe, American, Burger, Steak",900.0,Cafes,Brigade Road
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,1,1,4.4,690,MG Road,"Casual Dining, Cafe","American, Cafe, Continental",1700.0,Cafes,Brigade Road
The White Room - Coffee & Kitchen,0,1,4.0,1701,Church Street,Cafe,"Cafe, Continental, American, Desserts",1000.0,Cafes,Brigade Road
Matteo Coffea,0,0,4.3,2635,Church Street,Cafe,Cafe,600.0,Cafes,Brigade Road
Glen's Bakehouse,1,0,4.4,1084,Lavelle Road,"Bakery, Cafe","Bakery, Cafe, Italian, Desserts",600.0,Cafes,Brigade Road
Cafe Mozaic - Taj MG Road Bengaluru,0,1,4.1,563,MG Road,"Casual Dining, Cafe","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Cafes,Brigade Road
Smally's Resto Cafe,1,0,4.3,3547,Church Street,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,Cafes,Brigade Road
Bengaluru Baking Company - JW Marriott Bengaluru,0,0,4.3,521,Lavelle Road,"Bakery, Cafe","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0,Cafes,Brigade Road
Cafe Kaara,0,0,4.2,160,Ulsoor,Cafe,"Cafe, Salad, Desserts, Pizza",750.0,Cafes,Brigade Road
Japan Travel Cafe Azuki,0,0,4.3,67,Residency Road,Cafe,"Cafe, Japanese",400.0,Cafes,Brigade Road
Little Green Cafe,0,0,4.3,786,Church Street,"Cafe, Casual Dining","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900.0,Cafes,Brigade Road
Fabcafe,1,1,4.1,54,MG Road,Cafe,"Cafe, Healthy Food",800.0,Cafes,Brigade Road
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,1,0,4.1,114,Richmond Road,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Cafes,Brigade Road
Skoolroom,1,0,4.3,566,Ulsoor,Cafe,"Cafe, Continental, Italian, Burger, Beverages",700.0,Cafes,Brigade Road
Lakeview Milkbar,0,0,4.0,1443,MG Road,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food",500.0,Cafes,Brigade Road
Wolf'ish,1,0,4.1,460,Church Street,Cafe,"Cafe, American, Italian, Pizza, Burger",700.0,Cafes,Brigade Road
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,1,0,3.9,461,Ulsoor,"Cafe, Casual Dining","Cafe, American, Continental, Steak",800.0,Cafes,Brigade Road
Peppa Zzing,1,0,4.3,1133,Infantry Road,Cafe,"Cafe, Fast Food, Burger",800.0,Cafes,Brigade Road
The Courtyard,0,1,3.9,296,Shanti Nagar,Cafe,"Cafe, Italian",750.0,Cafes,Brigade Road
